image_a,image_b,label,cosine_score
Abel_Pacheco/Abel_Pacheco_0001.jpg,Abel_Pacheco/Abel_Pacheco_0004.jpg,1,0.98535842
Akhmed_Zakayev/Akhmed_Zakayev_0001.jpg,Akhmed_Zakayev/Akhmed_Zakayev_0003.jpg,1,0.99030125
Akhmed_Zakayev/Akhmed_Zakayev_0002.jpg,Akhmed_Zakayev/Akhmed_Zakayev_0003.jpg,1,0.98443419
Amber_Tamblyn/Amber_Tamblyn_0001.jpg,Amber_Tamblyn/Amber_Tamblyn_0002.jpg,1,0.99617797
Anders_Fogh_Rasmussen/Anders_Fogh_Rasmussen_0001.jpg,Anders_Fogh_Rasmussen/Anders_Fogh_Rasmussen_0003.jpg,1,0.99669164
Anders_Fogh_Rasmussen/Anders_Fogh_Rasmussen_0001.jpg,Anders_Fogh_Rasmussen/Anders_Fogh_Rasmussen_0004.jpg,1,0.99730760
Angela_Bassett/Angela_Bassett_0001.jpg,Angela_Bassett/Angela_Bassett_0005.jpg,1,0.99920332
Angela_Bassett/Angela_Bassett_0002.jpg,Angela_Bassett/Angela_Bassett_0005.jpg,1,0.99887222
Angela_Bassett/Angela_Bassett_0003.jpg,Angela_Bassett/Angela_Bassett_0004.jpg,1,0.97701067
Ann_Veneman/Ann_Veneman_0003.jpg,Ann_Veneman/Ann_Veneman_0005.jpg,1,0.99405617
Ann_Veneman/Ann_Veneman_0006.jpg,Ann_Veneman/Ann_Veneman_0010.jpg,1,0.97873682
Ann_Veneman/Ann_Veneman_0010.jpg,Ann_Veneman/Ann_Veneman_0011.jpg,1,0.98234695
Anthony_Fauci/Anthony_Fauci_0001.jpg,Anthony_Fauci/Anthony_Fauci_0002.jpg,1,0.98824781
Antony_Leung/Antony_Leung_0001.jpg,Antony_Leung/Antony_Leung_0002.jpg,1,0.99338657
Antony_Leung/Antony_Leung_0002.jpg,Antony_Leung/Antony_Leung_0003.jpg,1,0.98993218
Anwar_Ibrahim/Anwar_Ibrahim_0001.jpg,Anwar_Ibrahim/Anwar_Ibrahim_0002.jpg,1,0.97738206
Augusto_Pinochet/Augusto_Pinochet_0001.jpg,Augusto_Pinochet/Augusto_Pinochet_0002.jpg,1,0.99816179
Barbara_Brezigar/Barbara_Brezigar_0001.jpg,Barbara_Brezigar/Barbara_Brezigar_0002.jpg,1,0.98758441
Benjamin_Netanyahu/Benjamin_Netanyahu_0001.jpg,Benjamin_Netanyahu/Benjamin_Netanyahu_0004.jpg,1,0.99729627
Benjamin_Netanyahu/Benjamin_Netanyahu_0004.jpg,Benjamin_Netanyahu/Benjamin_Netanyahu_0005.jpg,1,0.98496425
Bernard_Law/Bernard_Law_0002.jpg,Bernard_Law/Bernard_Law_0003.jpg,1,0.99119467
Bernard_Law/Bernard_Law_0003.jpg,Bernard_Law/Bernard_Law_0004.jpg,1,0.99517709
Bertrand_Bonello/Bertrand_Bonello_0001.jpg,Bertrand_Bonello/Bertrand_Bonello_0002.jpg,1,0.98390466
Bill_Frist/Bill_Frist_0002.jpg,Bill_Frist/Bill_Frist_0009.jpg,1,0.98922104
Bill_Frist/Bill_Frist_0004.jpg,Bill_Frist/Bill_Frist_0005.jpg,1,0.97919679
Bob_Graham/Bob_Graham_0002.jpg,Bob_Graham/Bob_Graham_0004.jpg,1,0.99488348
Bob_Graham/Bob_Graham_0003.jpg,Bob_Graham/Bob_Graham_0006.jpg,1,0.99935436
Bob_Graham/Bob_Graham_0004.jpg,Bob_Graham/Bob_Graham_0006.jpg,1,0.99723363
Bob_Graham/Bob_Graham_0005.jpg,Bob_Graham/Bob_Graham_0006.jpg,1,0.99535203
Boris_Becker/Boris_Becker_0002.jpg,Boris_Becker/Boris_Becker_0006.jpg,1,0.99424183
Brad_Johnson/Brad_Johnson_0001.jpg,Brad_Johnson/Brad_Johnson_0003.jpg,1,0.98988223
Brad_Johnson/Brad_Johnson_0002.jpg,Brad_Johnson/Brad_Johnson_0003.jpg,1,0.99380040
Brad_Johnson/Brad_Johnson_0002.jpg,Brad_Johnson/Brad_Johnson_0004.jpg,1,0.98455954
Brian_Griese/Brian_Griese_0001.jpg,Brian_Griese/Brian_Griese_0002.jpg,1,0.99472046
Candice_Bergen/Candice_Bergen_0001.jpg,Candice_Bergen/Candice_Bergen_0002.jpg,1,0.96725917
Candice_Bergen/Candice_Bergen_0002.jpg,Candice_Bergen/Candice_Bergen_0003.jpg,1,0.99812365
Carla_Myers/Carla_Myers_0001.jpg,Carla_Myers/Carla_Myers_0002.jpg,1,0.99839020
Cathy_Freeman/Cathy_Freeman_0001.jpg,Cathy_Freeman/Cathy_Freeman_0002.jpg,1,0.97812116
Chang_Dae-whan/Chang_Dae-whan_0001.jpg,Chang_Dae-whan/Chang_Dae-whan_0002.jpg,1,0.99004126
Charles_Grassley/Charles_Grassley_0001.jpg,Charles_Grassley/Charles_Grassley_0002.jpg,1,0.99234593
Clare_Short/Clare_Short_0001.jpg,Clare_Short/Clare_Short_0003.jpg,1,0.99037528
Clare_Short/Clare_Short_0001.jpg,Clare_Short/Clare_Short_0004.jpg,1,0.98463625
Corinne_Coman/Corinne_Coman_0001.jpg,Corinne_Coman/Corinne_Coman_0002.jpg,1,0.99176717
Dai_Bachtiar/Dai_Bachtiar_0001.jpg,Dai_Bachtiar/Dai_Bachtiar_0002.jpg,1,0.99145353
Dale_Earnhardt_Jr/Dale_Earnhardt_Jr_0001.jpg,Dale_Earnhardt_Jr/Dale_Earnhardt_Jr_0003.jpg,1,0.98676622
David_Caruso/David_Caruso_0001.jpg,David_Caruso/David_Caruso_0002.jpg,1,0.99756420
Demi_Moore/Demi_Moore_0001.jpg,Demi_Moore/Demi_Moore_0003.jpg,1,0.99762261
Dick_Vermeil/Dick_Vermeil_0001.jpg,Dick_Vermeil/Dick_Vermeil_0002.jpg,1,0.98746002
Doris_Roberts/Doris_Roberts_0001.jpg,Doris_Roberts/Doris_Roberts_0002.jpg,1,0.99294716
Doris_Roberts/Doris_Roberts_0001.jpg,Doris_Roberts/Doris_Roberts_0003.jpg,1,0.99512094
Drew_Barrymore/Drew_Barrymore_0001.jpg,Drew_Barrymore/Drew_Barrymore_0002.jpg,1,0.98526090
Edmund_Stoiber/Edmund_Stoiber_0004.jpg,Edmund_Stoiber/Edmund_Stoiber_0007.jpg,1,0.99415112
Edmund_Stoiber/Edmund_Stoiber_0005.jpg,Edmund_Stoiber/Edmund_Stoiber_0007.jpg,1,0.99610585
Edmund_Stoiber/Edmund_Stoiber_0007.jpg,Edmund_Stoiber/Edmund_Stoiber_0012.jpg,1,0.99120808
Edmund_Stoiber/Edmund_Stoiber_0009.jpg,Edmund_Stoiber/Edmund_Stoiber_0011.jpg,1,0.98796493
Elinor_Caplan/Elinor_Caplan_0001.jpg,Elinor_Caplan/Elinor_Caplan_0002.jpg,1,0.97237200
Emmanuelle_Beart/Emmanuelle_Beart_0001.jpg,Emmanuelle_Beart/Emmanuelle_Beart_0002.jpg,1,0.99606466
Emmanuelle_Beart/Emmanuelle_Beart_0001.jpg,Emmanuelle_Beart/Emmanuelle_Beart_0003.jpg,1,0.99821091
Federico_Trillo/Federico_Trillo_0001.jpg,Federico_Trillo/Federico_Trillo_0002.jpg,1,0.98511219
Federico_Trillo/Federico_Trillo_0001.jpg,Federico_Trillo/Federico_Trillo_0003.jpg,1,0.98076558
Federico_Trillo/Federico_Trillo_0002.jpg,Federico_Trillo/Federico_Trillo_0003.jpg,1,0.99631268
Francis_Ford_Coppola/Francis_Ford_Coppola_0001.jpg,Francis_Ford_Coppola/Francis_Ford_Coppola_0002.jpg,1,0.99345994
Fred_Thompson/Fred_Thompson_0001.jpg,Fred_Thompson/Fred_Thompson_0002.jpg,1,0.99554211
Fred_Thompson/Fred_Thompson_0001.jpg,Fred_Thompson/Fred_Thompson_0003.jpg,1,0.99764800
Fred_Thompson/Fred_Thompson_0002.jpg,Fred_Thompson/Fred_Thompson_0003.jpg,1,0.99760199
Garry_Trudeau/Garry_Trudeau_0001.jpg,Garry_Trudeau/Garry_Trudeau_0002.jpg,1,0.99750233
Gary_Williams/Gary_Williams_0001.jpg,Gary_Williams/Gary_Williams_0002.jpg,1,0.98985767
Gene_Robinson/Gene_Robinson_0001.jpg,Gene_Robinson/Gene_Robinson_0002.jpg,1,0.99736923
Gene_Robinson/Gene_Robinson_0001.jpg,Gene_Robinson/Gene_Robinson_0003.jpg,1,0.99177098
Gene_Robinson/Gene_Robinson_0002.jpg,Gene_Robinson/Gene_Robinson_0003.jpg,1,0.98785877
George_Galloway/George_Galloway_0001.jpg,George_Galloway/George_Galloway_0003.jpg,1,0.98180920
George_Galloway/George_Galloway_0002.jpg,George_Galloway/George_Galloway_0003.jpg,1,0.99703407
George_Galloway/George_Galloway_0002.jpg,George_Galloway/George_Galloway_0004.jpg,1,0.97604275
Geraldine_Chaplin/Geraldine_Chaplin_0001.jpg,Geraldine_Chaplin/Geraldine_Chaplin_0002.jpg,1,0.98809391
Geraldine_Chaplin/Geraldine_Chaplin_0001.jpg,Geraldine_Chaplin/Geraldine_Chaplin_0004.jpg,1,0.97450340
Geraldine_Chaplin/Geraldine_Chaplin_0003.jpg,Geraldine_Chaplin/Geraldine_Chaplin_0004.jpg,1,0.99243689
Gerardo_Gambala/Gerardo_Gambala_0001.jpg,Gerardo_Gambala/Gerardo_Gambala_0002.jpg,1,0.99581528
Gian_Marco/Gian_Marco_0001.jpg,Gian_Marco/Gian_Marco_0002.jpg,1,0.99720943
Gian_Marco/Gian_Marco_0002.jpg,Gian_Marco/Gian_Marco_0003.jpg,1,0.99756062
Gillian_Anderson/Gillian_Anderson_0001.jpg,Gillian_Anderson/Gillian_Anderson_0002.jpg,1,0.99368531
Gordon_Brown/Gordon_Brown_0006.jpg,Gordon_Brown/Gordon_Brown_0009.jpg,1,0.99405241
Gordon_Brown/Gordon_Brown_0010.jpg,Gordon_Brown/Gordon_Brown_0013.jpg,1,0.99346441
Grant_Hackett/Grant_Hackett_0001.jpg,Grant_Hackett/Grant_Hackett_0002.jpg,1,0.98740923
Grant_Hackett/Grant_Hackett_0001.jpg,Grant_Hackett/Grant_Hackett_0003.jpg,1,0.99168682
Grant_Hackett/Grant_Hackett_0001.jpg,Grant_Hackett/Grant_Hackett_0005.jpg,1,0.98125947
Gray_Davis/Gray_Davis_0007.jpg,Gray_Davis/Gray_Davis_0022.jpg,1,0.98820341
Gray_Davis/Gray_Davis_0021.jpg,Gray_Davis/Gray_Davis_0026.jpg,1,0.99765342
Gregg_Popovich/Gregg_Popovich_0001.jpg,Gregg_Popovich/Gregg_Popovich_0005.jpg,1,0.99524784
Gregg_Popovich/Gregg_Popovich_0003.jpg,Gregg_Popovich/Gregg_Popovich_0004.jpg,1,0.99098212
Guy_Ritchie/Guy_Ritchie_0001.jpg,Guy_Ritchie/Guy_Ritchie_0002.jpg,1,0.96696198
Hamzah_Haz/Hamzah_Haz_0001.jpg,Hamzah_Haz/Hamzah_Haz_0002.jpg,1,0.99359983
Harbhajan_Singh/Harbhajan_Singh_0001.jpg,Harbhajan_Singh/Harbhajan_Singh_0002.jpg,1,0.99444127
Hootie_Johnson/Hootie_Johnson_0001.jpg,Hootie_Johnson/Hootie_Johnson_0002.jpg,1,0.98636770
Hugo_Chavez/Hugo_Chavez_0002.jpg,Hugo_Chavez/Hugo_Chavez_0027.jpg,1,0.99244511
Hugo_Chavez/Hugo_Chavez_0027.jpg,Hugo_Chavez/Hugo_Chavez_0053.jpg,1,0.99270409
Hugo_Chavez/Hugo_Chavez_0036.jpg,Hugo_Chavez/Hugo_Chavez_0051.jpg,1,0.98784494
Hugo_Chavez/Hugo_Chavez_0041.jpg,Hugo_Chavez/Hugo_Chavez_0050.jpg,1,0.98659736
Hugo_Chavez/Hugo_Chavez_0045.jpg,Hugo_Chavez/Hugo_Chavez_0056.jpg,1,0.99155241
Isaiah_Washington/Isaiah_Washington_0001.jpg,Isaiah_Washington/Isaiah_Washington_0002.jpg,1,0.99803096
Jack_Grubman/Jack_Grubman_0001.jpg,Jack_Grubman/Jack_Grubman_0002.jpg,1,0.99651134
Jacques_Rogge/Jacques_Rogge_0001.jpg,Jacques_Rogge/Jacques_Rogge_0009.jpg,1,0.99625486
Jacques_Rogge/Jacques_Rogge_0003.jpg,Jacques_Rogge/Jacques_Rogge_0007.jpg,1,0.99759936
Jacques_Rogge/Jacques_Rogge_0003.jpg,Jacques_Rogge/Jacques_Rogge_0010.jpg,1,0.99132526
Jacques_Rogge/Jacques_Rogge_0004.jpg,Jacques_Rogge/Jacques_Rogge_0006.jpg,1,0.99234408
Jacques_Rogge/Jacques_Rogge_0004.jpg,Jacques_Rogge/Jacques_Rogge_0009.jpg,1,0.99524736
Jacques_Rogge/Jacques_Rogge_0005.jpg,Jacques_Rogge/Jacques_Rogge_0008.jpg,1,0.99287224
Jacques_Rogge/Jacques_Rogge_0006.jpg,Jacques_Rogge/Jacques_Rogge_0008.jpg,1,0.98822379
James_Caan/James_Caan_0001.jpg,James_Caan/James_Caan_0002.jpg,1,0.99719554
James_Caan/James_Caan_0001.jpg,James_Caan/James_Caan_0003.jpg,1,0.99487633
James_Caan/James_Caan_0002.jpg,James_Caan/James_Caan_0003.jpg,1,0.99772358
James_Jones/James_Jones_0001.jpg,James_Jones/James_Jones_0002.jpg,1,0.98208570
Jamling_Norgay/Jamling_Norgay_0001.jpg,Jamling_Norgay/Jamling_Norgay_0002.jpg,1,0.99672186
Janica_Kostelic/Janica_Kostelic_0001.jpg,Janica_Kostelic/Janica_Kostelic_0002.jpg,1,0.96445131
Jeanne_Moreau/Jeanne_Moreau_0001.jpg,Jeanne_Moreau/Jeanne_Moreau_0002.jpg,1,0.99627960
Jeffrey_Archer/Jeffrey_Archer_0001.jpg,Jeffrey_Archer/Jeffrey_Archer_0002.jpg,1,0.99524778
Jennifer_Garner/Jennifer_Garner_0001.jpg,Jennifer_Garner/Jennifer_Garner_0003.jpg,1,0.99544859
Jennifer_Garner/Jennifer_Garner_0004.jpg,Jennifer_Garner/Jennifer_Garner_0009.jpg,1,0.98226166
Jennifer_Garner/Jennifer_Garner_0005.jpg,Jennifer_Garner/Jennifer_Garner_0006.jpg,1,0.99115324
Jennifer_Garner/Jennifer_Garner_0005.jpg,Jennifer_Garner/Jennifer_Garner_0009.jpg,1,0.99719405
Jennifer_Garner/Jennifer_Garner_0007.jpg,Jennifer_Garner/Jennifer_Garner_0012.jpg,1,0.99551725
Jennifer_Garner/Jennifer_Garner_0008.jpg,Jennifer_Garner/Jennifer_Garner_0011.jpg,1,0.99077129
Jeremy_Greenstock/Jeremy_Greenstock_0002.jpg,Jeremy_Greenstock/Jeremy_Greenstock_0024.jpg,1,0.98779476
Jeremy_Greenstock/Jeremy_Greenstock_0003.jpg,Jeremy_Greenstock/Jeremy_Greenstock_0022.jpg,1,0.99672729
Jeremy_Greenstock/Jeremy_Greenstock_0005.jpg,Jeremy_Greenstock/Jeremy_Greenstock_0011.jpg,1,0.99744141
Jeremy_Greenstock/Jeremy_Greenstock_0010.jpg,Jeremy_Greenstock/Jeremy_Greenstock_0014.jpg,1,0.99653667
Jeremy_Greenstock/Jeremy_Greenstock_0017.jpg,Jeremy_Greenstock/Jeremy_Greenstock_0021.jpg,1,0.99015307
Jessica_Lange/Jessica_Lange_0001.jpg,Jessica_Lange/Jessica_Lange_0002.jpg,1,0.98842382
Jimmy_Carter/Jimmy_Carter_0001.jpg,Jimmy_Carter/Jimmy_Carter_0007.jpg,1,0.99715298
Jimmy_Carter/Jimmy_Carter_0004.jpg,Jimmy_Carter/Jimmy_Carter_0006.jpg,1,0.99769819
Jimmy_Carter/Jimmy_Carter_0005.jpg,Jimmy_Carter/Jimmy_Carter_0008.jpg,1,0.99069607
Jimmy_Carter/Jimmy_Carter_0006.jpg,Jimmy_Carter/Jimmy_Carter_0007.jpg,1,0.99790806
Jodie_Foster/Jodie_Foster_0001.jpg,Jodie_Foster/Jodie_Foster_0002.jpg,1,0.98073781
John_Manley/John_Manley_0001.jpg,John_Manley/John_Manley_0006.jpg,1,0.98787749
John_Manley/John_Manley_0002.jpg,John_Manley/John_Manley_0005.jpg,1,0.99147666
John_McCain/John_McCain_0002.jpg,John_McCain/John_McCain_0003.jpg,1,0.99156308
John_McCain/John_McCain_0003.jpg,John_McCain/John_McCain_0007.jpg,1,0.99171162
John_McCain/John_McCain_0006.jpg,John_McCain/John_McCain_0007.jpg,1,0.99605960
John_Snow/John_Snow_0003.jpg,John_Snow/John_Snow_0015.jpg,1,0.99513471
John_Snow/John_Snow_0004.jpg,John_Snow/John_Snow_0016.jpg,1,0.99707913
John_Snow/John_Snow_0009.jpg,John_Snow/John_Snow_0011.jpg,1,0.99625158
Johnson_Panjaitan/Johnson_Panjaitan_0001.jpg,Johnson_Panjaitan/Johnson_Panjaitan_0002.jpg,1,0.99696243
Jorge_Castaneda/Jorge_Castaneda_0001.jpg,Jorge_Castaneda/Jorge_Castaneda_0002.jpg,1,0.96501571
Jose_Serra/Jose_Serra_0001.jpg,Jose_Serra/Jose_Serra_0009.jpg,1,0.99722278
Jose_Serra/Jose_Serra_0002.jpg,Jose_Serra/Jose_Serra_0008.jpg,1,0.99433869
Jose_Serra/Jose_Serra_0003.jpg,Jose_Serra/Jose_Serra_0005.jpg,1,0.98910010
Jose_Serra/Jose_Serra_0003.jpg,Jose_Serra/Jose_Serra_0007.jpg,1,0.98993504
Jose_Serra/Jose_Serra_0006.jpg,Jose_Serra/Jose_Serra_0009.jpg,1,0.99794179
Jose_Theodore/Jose_Theodore_0001.jpg,Jose_Theodore/Jose_Theodore_0002.jpg,1,0.99473262
Joseph_Blatter/Joseph_Blatter_0001.jpg,Joseph_Blatter/Joseph_Blatter_0002.jpg,1,0.99408180
Joseph_Ralston/Joseph_Ralston_0001.jpg,Joseph_Ralston/Joseph_Ralston_0002.jpg,1,0.99358165
